駅数,事業者名,路線名,駅名,所在地,ホームの形状,設置ホーム（番線）,ホームドアの種別,設置年月,備考,,当該路線の設置状況
14,東京メトロ,千代田線,代々木公園,東京都渋谷区,島式1面2線,1・2番線,可動式ホーム柵,H30.10,,,
,東京メトロ,千代田線,代々木上原,東京都渋谷区,島式2面4線,2・3番線,可動式ホーム柵,R1.10,○,（参照）【小田急小田原線】,
,東京メトロ,南北線,目黒,東京都品川区,島式1面2線,1･2番線,可動式ホーム柵,H12.8,○,（参照）【東急目黒線】,◎全駅
15,東京メトロ,南北線,白金台,東京都港区,相対式2面2線,1・2番線,ホームドア,H12.9,,,
16,東京メトロ,南北線,白金高輪,東京都港区,島式2面4線,1・2・3・4番線,ホームドア,H12.9,,,
17,東京メトロ,南北線,麻布十番,東京都港区,島式1面2線,1・2番線,ホームドア,H12.9,,,
18,東京メトロ,南北線,六本木一丁目,東京都港区,島式1面2線,1・2番線,ホームドア,H12.9,,,
19,東京メトロ,南北線,溜池山王,東京都千代田区,島式1面2線,3・4番線,ホームドア,H9.9,○,東京メトロ銀座線ホーム（1・2番線）はH30.7に設置,
20,東京メトロ,南北線,永田町,東京都千代田区,島式1面2線,5・6番線,ホームドア,H9.9,,東京メトロ有楽町線ホーム（1・2番線）はH24.2に設置、東京メトロ半蔵門線ホーム（3・4番線）はH31.3に設置,
21,東京メトロ,南北線,四ツ谷,東京都新宿区,島式1面2線,3・4番線,ホームドア,H8.3,○,東京メトロ丸ノ内線ホーム（1・2番線）はH19.5に設置,
22,東京メトロ,南北線,市ケ谷,東京都新宿区、千代田区,島式1面2線,3・4番線,ホームドア,H8.3,○,東京メトロ有楽町線ホーム（1・2番線）はH23.10に設置,
23,東京メトロ,南北線,飯田橋,東京都新宿区,島式1面2線,5・6番線,ホームドア,H8.3,○,東京メトロ東西線ホーム（1・2番線）はH30.11に設置、東京メトロ有楽町線ホーム（3・4番線）はH23.9に設置,
24,東京メトロ,南北線,後楽園,東京都文京区,島式1面2線,3・4番線,ホームドア,H8.3,○,東京メトロ丸ノ内線ホーム（1・2番線）はH19.3に設置,
25,東京メトロ,南北線,東大前,東京都文京区,島式1面2線,1・2番線,ホームドア,H8.3,,,
26,東京メトロ,南北線,本駒込,東京都文京区,島式1面2線,1・2番線,ホームドア,H8.3,,,
27,東京メトロ,南北線,駒込,東京都豊島区,島式1面2線,1・2番線,ホームドア,H3.11,,,
28,東京メトロ,南北線,西ケ原,東京都北区,島式1面2線,1・2番線,ホームドア,H3.11,,,
29,東京メトロ,南北線,王子,東京都北区,島式1面2線,1・2番線,ホームドア,H3.11,,,
30,東京メトロ,南北線,王子神谷,東京都北区,相対式2面2線,1・2番線,ホームドア,H3.11,,,
31,東京メトロ,南北線,志茂,東京都北区,島式1面2線,1・2番線,ホームドア,H3.11,○,,
32,東京メトロ,南北線,赤羽岩淵,東京都北区,島式1面2線,1・2番線,ホームドア,H3.11,○,埼玉高速鉄道線と共用,
33,東京メトロ,丸ノ内線,池袋,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,H18.9,○,東京メトロ有楽町線ホーム（3・4番線）はH23.1に、東京メトロ副都心線ホーム（5・6番線）はH20.6に設置,◎全駅
34,東京メトロ,丸ノ内線,新大塚,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,H18.12,,,
35,東京メトロ,丸ノ内線,茗荷谷,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,H19.2,,,
,東京メトロ,丸ノ内線,後楽園,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,H19.3,○,（参照）【東京メトロ南北線】,
36,東京メトロ,丸ノ内線,本郷三丁目,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,H19.4,,,
37,東京メトロ,丸ノ内線,御茶ノ水,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,H19.6,,,
38,東京メトロ,丸ノ内線,淡路町,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,H19.7,,,
39,東京メトロ,丸ノ内線,大手町,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,H19.7,○,東京メトロ千代田線ホーム（5・6番線）はH31.2設置、東京メトロ東西線ホーム（3・4番線）・半蔵門線ホーム（7・8番線）は未設置,
40,東京メトロ,丸ノ内線,東京,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,H19.8,○,,
41,東京メトロ,丸ノ内線,銀座,東京都中央区,島式1面2線,3・4番線,可動式ホーム柵,H19.9,○,東京メトロ銀座線ホーム（1・2番線）はH30.4に設置、日比谷線ホーム（5・6番線）は未設置,
42,東京メトロ,丸ノ内線,霞ケ関,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,H19.9,○,東京メトロ日比谷線ホーム（3・4番線）はいずれも未設置,
43,東京メトロ,丸ノ内線,国会議事堂前,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,H19.7,,東京メトロ千代田線ホーム（3・4番線）は未設置,
44,東京メトロ,丸ノ内線,赤坂見附,東京都港区,島式二層2面4線,2・4番線,可動式ホーム柵,H19.6,○,東京メトロ銀座線側（1・3番線）はH30.2に設置,
,東京メトロ,丸ノ内線,四ツ谷,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,H19.5,○,（参照）【東京メトロ南北線】,
45,東京メトロ,丸ノ内線,四谷三丁目,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,H19.2,,,
46,東京メトロ,丸ノ内線,新宿御苑前,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,H18.12,,,
47,東京メトロ,丸ノ内線,新宿三丁目,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,H18.11,○,東京メトロ副都心線ホーム（3・4番線）はH20.6に設置,
48,東京メトロ,丸ノ内線,新宿,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,H18.10,○,,
49,東京メトロ,丸ノ内線,西新宿,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,H18.9,,,
50,東京メトロ,丸ノ内線,中野坂上,東京都中野区,島式2面3線,1・2・3番線,可動式ホーム柵,H16.5,,本線ホーム（1・3番線）はH18.8に設置,
51,東京メトロ,丸ノ内線,新中野,東京都中野区,相対式2面2線,1・2番線,可動式ホーム柵,H18.8,,,
52,東京メトロ,丸ノ内線,東高円寺,東京都杉並区,相対式2面2線,1・2番線,可動式ホーム柵,H18.7,,,
53,東京メトロ,丸ノ内線,新高円寺,東京都杉並区,相対式2面2線,1・2番線,可動式ホーム柵,H18.7,,,
54,東京メトロ,丸ノ内線,南阿佐ケ谷,東京都杉並区,相対式2面2線,1・2番線,可動式ホーム柵,H18.6,,,
55,東京メトロ,丸ノ内線,荻窪,東京都杉並区,島式1面2線,1・2番線,可動式ホーム柵,H18.6,,,
56,東京メトロ,丸ノ内線（支線）,中野新橋,東京都中野区,相対式2面2線,1・2番線,可動式ホーム柵,H16.5,,,
57,東京メトロ,丸ノ内線（支線）,中野富士見町,東京都中野区,相対式2面2線,1・2番線,可動式ホーム柵,H16.5,,,
58,東京メトロ,丸ノ内線（支線）,方南町,東京都杉並区,島式1面2線,1・2番線,可動式ホーム柵,H16.5,,,
,東京メトロ,副都心線,和光市,埼玉県和光市,島式2面4線,1・2･3・4番線,可動式ホーム柵,H24.7,○,（参照）【東武東上線】,◎全駅
,東京メトロ,副都心線,地下鉄成増,東京都板橋区,島式1面2線,1・2番線,可動式ホーム柵,H22.10,,（参照）【東京メトロ有楽町線】,
,東京メトロ,副都心線,地下鉄赤塚,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,H22.9,,（参照）【東京メトロ有楽町線】,
,東京メトロ,副都心線,平和台,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,H22.9,,（参照）【東京メトロ有楽町線】,
,東京メトロ,副都心線,氷川台,東京都練馬区,相対式2面2線,1・2番線,可動式ホーム柵,H22.8,,（参照）【東京メトロ有楽町線】,
59,東京メトロ,副都心線,小竹向原,東京都練馬区,島式2面4線,1・2・3・4番線,可動式ホーム柵,H20.6,○,東京メトロ有楽町線・西武有楽町線と共用,
60,東京メトロ,副都心線,千川,東京都豊島区,島式1面2線,3・4番線,可動式ホーム柵,H20.6,,東京メトロ有楽町線ホーム（1･2番線）はH26.2に設置,
61,東京メトロ,副都心線,要町,東京都豊島区,島式1面2線,3・4番線,可動式ホーム柵,H20.6,,東京メトロ有楽町線ホーム（1･2番線）はH23.1に設置,
,東京メトロ,副都心線,池袋,東京都豊島区,島式1面2線,5・6番線,可動式ホーム柵,H20.6,○,（参照）【東京メトロ丸ノ内線】,
62,東京メトロ,副都心線,雑司が谷,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,H20.6,,,
63,東京メトロ,副都心線,西早稲田,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,H20.6,,,
64,東京メトロ,副都心線,東新宿,東京都新宿区,島式二層2面4線,1・2・3・4番線,可動式ホーム柵,H20.6,,現1・3番線（元通過線側のホーム）はH27.5に設置,
,東京メトロ,副都心線,新宿三丁目,東京都新宿区,島式1面2線,3・4番線,可動式ホーム柵,H20.6,○,（参照）【東京メトロ丸ノ内線】,
65,東京メトロ,副都心線,北参道,東京都渋谷区,島式1面2線,1・2番線,可動式ホーム柵,H20.6,,,
66,東京メトロ,副都心線,明治神宮前（原宿）,東京都渋谷区,島式1面2線,3・4番線,可動式ホーム柵,H20.6,○,,
,東京メトロ,副都心線,渋谷,東京都渋谷区,島式2面4線,3・4・5・6番線,可動式ホーム柵,H20.6,○,（参照）【東急東横線】,
,東京メトロ,有楽町線,和光市,埼玉県和光市,島式2面4線,1・2･3・4番線,可動式ホーム柵,H24.7,○,（参照）【東武東上線】,◎全駅
67,東京メトロ,有楽町線,地下鉄成増,東京都板橋区,島式1面2線,1・2番線,可動式ホーム柵,H22.10,,,
68,東京メトロ,有楽町線,地下鉄赤塚,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,H22.9,,,
69,東京メトロ,有楽町線,平和台,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,H22.9,,,
70,東京メトロ,有楽町線,氷川台,東京都練馬区,相対式2面2線,1・2番線,可動式ホーム柵,H22.8,,,
,東京メトロ,有楽町線,小竹向原,東京都練馬区,島式2面4線,1･2･3･4番線,可動式ホーム柵,H20.6,○,（参照）【東京メトロ副都心線】,
,東京メトロ,有楽町線,千川,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,H26.2,,（参照）【東京メトロ副都心線】,
,東京メトロ,有楽町線,要町,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,H23.1,,（参照）【東京メトロ副都心線】,
,東京メトロ,有楽町線,池袋,東京都豊島区,島式1面2線,3・4番線,可動式ホーム柵,H23.1,○,（参照）【東京メトロ丸ノ内線】,
71,東京メトロ,有楽町線,東池袋,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,H23.2,,,
72,東京メトロ,有楽町線,護国寺,東京都文京区,島式1面2線,1・2番線,可動式ホーム柵,H23.3,,,
73,東京メトロ,有楽町線,江戸川橋,東京都文京区,島式1面2線,1・2番線,可動式ホーム柵,H23.8,,,
,東京メトロ,有楽町線,飯田橋,東京都千代田区、新宿区,島式1面2線,3・4番線,可動式ホーム柵,H23.9,○,（参照）【東京メトロ南北線】,
,東京メトロ,有楽町線,市ケ谷,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,H23.10,○,（参照）【東京メトロ南北線】,
74,東京メトロ,有楽町線,麴町,東京都千代田区,単式二層2面2線,1・2番線,可動式ホーム柵,H23.11,,,
,東京メトロ,有楽町線,永田町,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,H24.2,,（参照）【東京メトロ南北線】,
75,東京メトロ,有楽町線,桜田門,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,H24.2,,,
76,東京メトロ,有楽町線,有楽町,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,H24.3,○,,
77,東京メトロ,有楽町線,銀座一丁目,東京都中央区,単式二層2面2線,1・2番線,可動式ホーム柵,H24.4,,,
78,東京メトロ,有楽町線,新富町,東京都中央区,相対式2面2線,1・2番線,可動式ホーム柵,H25.6,,,
79,東京メトロ,有楽町線,月島,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,H25.6,,,
80,東京メトロ,有楽町線,豊洲,東京都江東区,島式2面4線,1・2・3・4番線,可動式ホーム柵,H25.10,○,1・4番線はH25.10、2・3番線はH25.12に設置,
81,東京メトロ,有楽町線,辰巳,東京都江東区,島式1面2線,1・2番線,可動式ホーム柵,H25.11,,,
82,東京メトロ,有楽町線,新木場,東京都江東区,島式1面2線,1・2番線,可動式ホーム柵,H25.6,○,,
83,東京メトロ,銀座線,浅草,東京都台東区,相対式2面2線,1・2番線,可動式ホーム柵,H29.6,○,,△一部の駅
84,東京メトロ,銀座線,田原町,東京都台東区,相対式2面2線,1・2番線,可動式ホーム柵,H29.7,,,
85,東京メトロ,銀座線,稲荷町,東京都台東区,相対式2面2線,1・2番線,可動式ホーム柵,H29.7,,,
86,東京メトロ,銀座線,上野,東京都台東区,相対式2面2線,1・2番線,可動式ホーム柵,H28.3,○,2番線はH29.8に設置、東京メトロ日比谷線ホーム（1・2番線）は未設置,
87,東京メトロ,銀座線,上野広小路,東京都台東区,相対式2面2線,1・2番線,可動式ホーム柵,H29.9,,,
88,東京メトロ,銀座線,末広町,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,H29.10,,,
89,東京メトロ,銀座線,神田,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,H29.11,,,
90,東京メトロ,銀座線,三越前,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,H30.3,○,東京メトロ半蔵門線ホーム（3・4番線）は未設置,
91,東京メトロ,銀座線,日本橋,東京都中央区,相対式2面2線,1・2番線,可動式ホーム柵,H30.3,○,東京メトロ東西線ホーム（3・4番線）はR1.9に設置,
92,東京メトロ,銀座線,京橋,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,H30.8,,,
,東京メトロ,銀座線,銀座,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,H30.4,○,（参照）【東京メトロ丸ノ内線】,
93,東京メトロ,銀座線,新橋,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,H30.9,○,,
94,東京メトロ,銀座線,虎ノ門,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,H30.5,○,,
,東京メトロ,銀座線,溜池山王,東京都港区,島式1面2線,1・2番線,可動式ホーム柵,H30.7,○,（参照）【東京メトロ南北線】,
,東京メトロ,銀座線,赤坂見附,東京都港区,島式二層2面4線,1・3番線,可動式ホーム柵,H30.2,○,（参照）【東京メトロ丸ノ内線】,
95,東京メトロ,銀座線,青山一丁目,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,H29.12,○,東京メトロ半蔵門線ホーム（3・4番線）はH30.8に設置,
96,東京メトロ,銀座線,外苑前,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,H29.12,,,
97,東京メトロ,銀座線,表参道,東京都港区,島式2面4線,4・5番線,可動式ホーム柵,H30.7,○,東京メトロ千代田線ホーム（1・2番線）はH30.12に設置、東京メトロ半蔵門線ホーム（3・6番線）はH30.10に設置,
98,東京メトロ,東西線,高田馬場,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,H30.6,○,,△一部の駅
99,東京メトロ,東西線,早稲田,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,H30.12,,,
100,東京メトロ,東西線,神楽坂,東京都新宿区,単式二層2面2線,1・2番線,可動式ホーム柵,H31.3,,,
,東京メトロ,東西線,飯田橋,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,H30.11,○,（参照）【東京メトロ南北線】,
101,東京メトロ,東西線,九段下,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,H30.2,○,東京メトロ半蔵門線ホーム（3･4番線）はH30.3に設置,
102,東京メトロ,東西線,竹橋,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,R1.4,,,
,東京メトロ,東西線,日本橋,東京都中央区,島式1面2線,3・4番線,可動式ホーム柵,R1.9,○,（参照）【東京メトロ銀座線】,
103,東京メトロ,東西線,門前仲町,東京都江東区,相対式2面2線,1・2番線,可動式ホーム柵,R2.3,,,
,東京メトロ,半蔵門線,渋谷,東京都渋谷区,島式1面2線,1・2番線,可動式ホーム柵,H31.3,○,（参照）【東急田園都市線】,△一部の駅
,東京メトロ,半蔵門線,表参道,東京都港区,島式2面4線,3・6番線,可動式ホーム柵,H30.10,○,（参照）【東京メトロ銀座線】,
,東京メトロ,半蔵門線,青山一丁目,東京都港区,島式1面2線,3・4番線,可動式ホーム柵,H30.8,○,（参照）【東京メトロ銀座線】,
,東京メトロ,半蔵門線,永田町,東京都千代田区,島式1面2線,3・4番線,可動式ホーム柵,H31.3,,（参照）【東京メトロ南北線】,
104,東京メトロ,半蔵門線,半蔵門,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,H31.2,,,
,東京メトロ,半蔵門線,九段下,東京都千代田区,相対式2面2線,3・4番線,可動式ホーム柵,H30.3,○,（参照）【東京メトロ東西線】,
1,東京都交通局,浅草線,泉岳寺,東京都港区,島式2面4線,1・2・3・4番線,可動式ホーム柵,R2.3,○,,△一部の駅
,東京都交通局,浅草線,三田,東京都港区,島式1面2線,1・2番線,可動式ホーム柵,R1.12,○,（参照）【都営三田線】,
,東京都交通局,浅草線,大門,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,R1.11,○,（参照）【都営大江戸線】,
2,東京都交通局,浅草線,新橋,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,R1.10,○,,
,東京都交通局,三田線,目黒,東京都品川区,島式1面2線,1･2番線,可動式ホーム柵,H12.8,○,（参照）【東急目黒線】,◎全駅
,東京都交通局,三田線,白金台,東京都港区,相対式2面2線,1･2番線,ホームドア,H12.9,,（参照）【東京メトロ南北線】,
,東京都交通局,三田線,白金高輪,東京都港区,島式2面4線,1・2・3・4番線,ホームドア,H12.9,,（参照）【東京メトロ南北線】,
3,東京都交通局,三田線,三田,東京都港区,単式二層2面2線,3・4番線,可動式ホーム柵,H12.8,○,,
4,東京都交通局,三田線,芝公園,東京都港区,相対式2面2線,1・2番線,可動式ホーム柵,H12.8,,,
5,東京都交通局,三田線,御成門,東京都港区,島式1面2線,1・2番線,可動式ホーム柵,H12.8,,,
6,東京都交通局,三田線,内幸町,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,H12.8,,,
7,東京都交通局,三田線,日比谷,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,H12.8,,,
8,東京都交通局,三田線,大手町,東京都千代田区,島式1面2線,1・2番線,可動式ホーム柵,H12.7,○,,
9,東京都交通局,三田線,神保町,東京都千代田区,島式1面2線,3・4番線,可動式ホーム柵,H12.7,○,,
10,東京都交通局,三田線,水道橋,東京都文京区,島式1面2線,1・2番線,可動式ホーム柵,H12.7,,,
11,東京都交通局,三田線,春日,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,H12.7,○,,
12,東京都交通局,三田線,白山,東京都文京区,相対式2面2線,1・2番線,可動式ホーム柵,H12.7,,,
13,東京都交通局,三田線,千石,東京都文京区,島式1面2線,1・2番線,可動式ホーム柵,H12.6,,,
14,東京都交通局,三田線,巣鴨,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,H12.6,,,
15,東京都交通局,三田線,西巣鴨,東京都豊島区,島式1面2線,1・2番線,可動式ホーム柵,H12.6,,,
16,東京都交通局,三田線,新板橋,東京都板橋区,島式1面2線,1・2番線,可動式ホーム柵,H12.6,,,
17,東京都交通局,三田線,板橋区役所前,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,H12.6,,,
18,東京都交通局,三田線,板橋本町,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,H12.6,,,
19,東京都交通局,三田線,本蓮沼,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,H12.5,,,
20,東京都交通局,三田線,志村坂上,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,H12.5,,,
21,東京都交通局,三田線,志村三丁目,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,H12.5,,,
22,東京都交通局,三田線,蓮根,東京都板橋区,島式1面2線,1・2番線,可動式ホーム柵,H12.5,,,
23,東京都交通局,三田線,西台,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,H12.5,,,
24,東京都交通局,三田線,高島平,東京都板橋区,島式2面4線,1・2・3・4番線,可動式ホーム柵,H12.4,,,
25,東京都交通局,三田線,新高島平,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,H12.4,,,
26,東京都交通局,三田線,西高島平,東京都板橋区,相対式2面2線,1・2番線,可動式ホーム柵,H12.4,,,
27,東京都交通局,大江戸線,清澄白河,東京都江東区,島式2面3線,1・2・3・4番線,可動式ホーム柵,H23.4,,,◎全駅
28,東京都交通局,大江戸線,門前仲町,東京都江東区,島式1面2線,1・2番線,可動式ホーム柵,H23.7,,,
29,東京都交通局,大江戸線,月島,東京都江東区,島式1面2線,1・2番線,可動式ホーム柵,H23.8,,,
30,東京都交通局,大江戸線,勝どき,東京都中央区,相対式2面2線,1・2番線,可動式ホーム柵,H23.8,○,,
31,東京都交通局,大江戸線,築地市場,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,H23.9,,,
32,東京都交通局,大江戸線,汐留,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,H23.10,,,
33,東京都交通局,大江戸線,大門,東京都港区,島式1面2線,3・4番線,可動式ホーム柵,H23.10,○,,
34,東京都交通局,大江戸線,赤羽橋,東京都港区,島式1面2線,1・2番線,可動式ホーム柵,H23.11,,,
35,東京都交通局,大江戸線,麻布十番,東京都港区,島式1面2線,1・2番線,可動式ホーム柵,H23.11,,,
36,東京都交通局,大江戸線,六本木,東京都港区,単式二層2面2線,1・2番線,可動式ホーム柵,H23.12,,,
37,東京都交通局,大江戸線,青山一丁目,東京都港区,島式1面2線,1・2番線,可動式ホーム柵,H23.12,,,
38,東京都交通局,大江戸線,国立競技場,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,H24.1,,,
39,東京都交通局,大江戸線,代々木,東京都渋谷区,島式1面2線,1・2番線,可動式ホーム柵,H24.2,,,
,東京都交通局,大江戸線,新宿,東京都新宿区,島式1面2線,6・7番線,可動式ホーム柵,H24.2,○,（参照）【京王電鉄京王線】,
40,東京都交通局,大江戸線,都庁前,東京都新宿区,島式2面4線,1・2・3・4番線,可動式ホーム柵,H24.3,,2・3番線はH24.11に設置,
41,東京都交通局,大江戸線,森下,東京都江東区,島式1面2線,3・4番線,可動式ホーム柵,H24.3,○,,
42,東京都交通局,大江戸線,両国,東京都墨田区,島式1面2線,1・2番線,可動式ホーム柵,H24.4,,,
43,東京都交通局,大江戸線,蔵前,東京都台東区,島式1面2線,1・2番線,可動式ホーム柵,H24.4,,都営浅草線（1・2番線）とは別カウント、未設置,
44,東京都交通局,大江戸線,新御徒町,東京都台東区,島式1面2線,1・2番線,可動式ホーム柵,H24.5,,,
45,東京都交通局,大江戸線,上野御徒町,東京都台東区,島式1面2線,1・2番線,可動式ホーム柵,H24.5,,,
46,東京都交通局,大江戸線,本郷三丁目,東京都文京区,島式1面2線,1・2番線,可動式ホーム柵,H24.6,,,
,東京都交通局,大江戸線,春日,東京都文京区,島式1面2線,3・4番線,可動式ホーム柵,H24.6,○,（参照）【都営三田線】,
47,東京都交通局,大江戸線,飯田橋,東京都文京区,島式1面2線,1・2番線,可動式ホーム柵,H24.8,,,
48,東京都交通局,大江戸線,牛込神楽坂,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,H24.9,,,
49,東京都交通局,大江戸線,牛込柳町,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,H24.9,,,
50,東京都交通局,大江戸線,若松河田,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,H24.10,,,
51,東京都交通局,大江戸線,東新宿,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,H24.10,,,
52,東京都交通局,大江戸線,新宿西口,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,H24.11,,,
53,東京都交通局,大江戸線,光が丘,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,H24.12,,,
54,東京都交通局,大江戸線,練馬春日町,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,H24.12,,,
55,東京都交通局,大江戸線,豊島園,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,H25.1,,,
56,東京都交通局,大江戸線,練馬,東京都練馬区,島式1面2線,1・2番線,可動式ホーム柵,H25.1,,,
57,東京都交通局,大江戸線,新江古田,東京都中野区,島式1面2線,1・2番線,可動式ホーム柵,H25.2,,,
58,東京都交通局,大江戸線,落合南長崎,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,H25.2,,,
59,東京都交通局,大江戸線,中井,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,H25.3,,,
60,東京都交通局,大江戸線,東中野,東京都中野区,島式1面2線,1・2番線,可動式ホーム柵,H25.3,,,
61,東京都交通局,大江戸線,中野坂上,東京都中野区,島式1面2線,1・2番線,可動式ホーム柵,H25.4,,,
62,東京都交通局,大江戸線,西新宿五丁目,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,H25.4,,,
,東京都交通局,新宿線,新宿,東京都新宿区,島式1面2線,4・5番線,可動式ホーム柵,H31.2,○,（参照）【京王電鉄京王線】,◎全駅
63,東京都交通局,新宿線,新宿三丁目,東京都新宿区,島式1面2線,1・2番線,可動式ホーム柵,R1.8,,,
64,東京都交通局,新宿線,曙橋,東京都新宿区,相対式2面2線,1・2番線,可動式ホーム柵,R1.7,,,
65,東京都交通局,新宿線,市ヶ谷,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,R1.6,○,,
