駅数,事業者名,路線名,駅名,所在地,ホームの形状,設置ホーム（番線）,ホームドアの種別,設置年月,備考,,当該路線の設置状況
66,東京都交通局,新宿線,九段下,東京都千代田区,相対式2面2線,5・6番線,可動式ホーム柵,R1.6,○,,
,東京都交通局,新宿線,神保町,東京都千代田区,相対式2面2線,1・2番線,可動式ホーム柵,H31.4,○,（参照）【都営三田線】,
67,東京都交通局,新宿線,小川町,東京都千代田区,島式1面2線,3・4番線,可動式ホーム柵,H31.4,,,
68,東京都交通局,新宿線,岩本町,東京都千代田区,島式2面3線,1・2・3・4番線,可動式ホーム柵,H31.3,,,
69,東京都交通局,新宿線,馬喰横山,東京都中央区,相対式2面2線,1・2番線,可動式ホーム柵,H31.1,○,,
70,東京都交通局,新宿線,浜町,東京都中央区,島式1面2線,1・2番線,可動式ホーム柵,H30.12,,,
,東京都交通局,新宿線,森下,東京都江東区,島式1面2線,1・2番線,可動式ホーム柵,H30.11,○,（参照）【都営大江戸線】,
71,東京都交通局,新宿線,菊川,東京都墨田区,島式1面2線,1・2番線,可動式ホーム柵,H30.11,,,
72,東京都交通局,新宿線,住吉,東京都江東区,相対式2面2線,1・2番線,可動式ホーム柵,H30.10,,,
73,東京都交通局,新宿線,西大島,東京都江東区,島式1面2線,1・2番線,可動式ホーム柵,H30.9,,,
74,東京都交通局,新宿線,大島,東京都江東区,島式2面3線,1・2・3・4番線,可動式ホーム柵,H30.9,,,
75,東京都交通局,新宿線,東大島,東京都江東区,相対式2面2線,1・2番線,可動式ホーム柵,H30.8,,,
76,東京都交通局,新宿線,船堀,東京都江戸川区,相対式2面2線,1・2番線,可動式ホーム柵,H30.7,,,
77,東京都交通局,新宿線,一之江,東京都江戸川区,島式1面2線,1・2番線,可動式ホーム柵,H30.6,,,
78,東京都交通局,新宿線,瑞江,東京都江戸川区,島式1面2線,1・2番線,可動式ホーム柵,H30.6,,,
79,東京都交通局,新宿線,篠崎,東京都江戸川区,島式1面2線,1・2番線,可動式ホーム柵,H30.5,,,
80,東京都交通局,新宿線,本八幡,千葉県市川市,島式1面2線,1・2番線,可動式ホーム柵,H30.4,,,
1,横浜市交通局,ブルーライン,あざみ野,神奈川県横浜市青葉区,島式1面2線,1・2番線,可動式ホーム柵,H19.4,,,◎全駅
2,横浜市交通局,ブルーライン,中川,神奈川県横浜市都筑区,相対式2面2線,1・2番線,可動式ホーム柵,H19.4,,,
3,横浜市交通局,ブルーライン,センター北,神奈川県横浜市都筑区,島式1面2線,3・4番線,可動式ホーム柵,H19.4,,横浜市グリーンラインホーム（1・2番線）はH20.3に設置,
4,横浜市交通局,ブルーライン,センター南,神奈川県横浜市都筑区,島式1面2線,3・4番線,可動式ホーム柵,H19.4,,横浜市グリーンラインホーム（1・2番線）はH20.3に設置,
5,横浜市交通局,ブルーライン,仲町台,神奈川県横浜市都筑区,相対式2面2線,1・2番線,可動式ホーム柵,H19.4,,,
6,横浜市交通局,ブルーライン,新羽,神奈川県横浜市港北区,島式2面3線,1・2・3・4番線,可動式ホーム柵,H19.4,,,
7,横浜市交通局,ブルーライン,北新横浜,神奈川県横浜市港北区,島式1面2線,1・2番線,可動式ホーム柵,H19.4,,,
8,横浜市交通局,ブルーライン,新横浜,神奈川県横浜市港北区,島式1面2線,1・2番線,可動式ホーム柵,H19.4,,,
9,横浜市交通局,ブルーライン,岸根公園,神奈川県横浜市港北区,相対式2面2線,1・2番線,可動式ホーム柵,H19.4,,,
10,横浜市交通局,ブルーライン,片倉町,神奈川県横浜市神奈川区,相対式2面2線,1・2番線,可動式ホーム柵,H19.4,,,
11,横浜市交通局,ブルーライン,三ツ沢上町,神奈川県横浜市神奈川区,相対式2面2線,1・2番線,可動式ホーム柵,H19.4,,,
12,横浜市交通局,ブルーライン,三ツ沢下町,神奈川県横浜市神奈川区,相対式2面2線,1・2番線,可動式ホーム柵,H19.4,,,
13,横浜市交通局,ブルーライン,横浜,神奈川県横浜市西区,島式1面2線,1・2番線,可動式ホーム柵,H19.4,○,,
14,横浜市交通局,ブルーライン,高島町,神奈川県横浜市西区,島式1面2線,1・2番線,可動式ホーム柵,H19.5,,,
15,横浜市交通局,ブルーライン,桜木町,神奈川県横浜市中区,島式1面2線,1・2番線,可動式ホーム柵,H19.5,,,
16,横浜市交通局,ブルーライン,関内,神奈川県横浜市中区,単式二層2面2線,2・4番線,可動式ホーム柵,H19.5,,1・3番線なし,
17,横浜市交通局,ブルーライン,伊勢佐木長者町,神奈川県横浜市中区,島式1面2線,1・2番線,可動式ホーム柵,H19.5,,,
18,横浜市交通局,ブルーライン,阪東橋,神奈川県横浜市中区,島式1面2線,1・2番線,可動式ホーム柵,H19.6,,,
19,横浜市交通局,ブルーライン,吉野町,神奈川県横浜市南区,島式1面2線,1・2番線,可動式ホーム柵,H19.6,,,
20,横浜市交通局,ブルーライン,蒔田,神奈川県横浜市南区,相対式2面2線,1・2番線,可動式ホーム柵,H19.6,,,
21,横浜市交通局,ブルーライン,弘明寺,神奈川県横浜市南区,相対式2面2線,1・2番線,可動式ホーム柵,H19.6,,,
22,横浜市交通局,ブルーライン,上大岡,神奈川県横浜市港南区,島式1面2線,1・2番線,可動式ホーム柵,H19.7,,,
23,横浜市交通局,ブルーライン,港南中央,神奈川県横浜市港南区,相対式2面2線,1・2番線,可動式ホーム柵,H19.7,,,
24,横浜市交通局,ブルーライン,上永谷,神奈川県横浜市港南区,島式2面4線,1・2・3・4番線,可動式ホーム柵,H19.7,,,
25,横浜市交通局,ブルーライン,下永谷,神奈川県横浜市港南区,相対式2面2線,1・2番線,可動式ホーム柵,H19.8,,,
26,横浜市交通局,ブルーライン,舞岡,神奈川県横浜市戸塚区,相対式2面2線,1・2番線,可動式ホーム柵,H19.8,,,
27,横浜市交通局,ブルーライン,戸塚,神奈川県横浜市戸塚区,島式1面2線,1・2番線,可動式ホーム柵,H19.8,,,
28,横浜市交通局,ブルーライン,踊場,神奈川県横浜市泉区,島式1面2線,1・2番線,可動式ホーム柵,H19.8,,,
29,横浜市交通局,ブルーライン,中田,神奈川県横浜市泉区,島式1面2線,1・2番線,可動式ホーム柵,H19.9,,,
30,横浜市交通局,ブルーライン,立場,神奈川県横浜市泉区,島式1面2線,1・2番線,可動式ホーム柵,H19.9,,,
31,横浜市交通局,ブルーライン,下飯田,神奈川県横浜市泉区,島式1面2線,1・2番線,可動式ホーム柵,H19.9,,,
32,横浜市交通局,ブルーライン,湘南台,神奈川県藤沢市,島式1面2線,1・2番線,可動式ホーム柵,H19.9,,,
33,横浜市交通局,グリーンライン,中山,神奈川県横浜市緑区,島式1面2線,1・2番線,可動式ホーム柵,H20.3,,,◎全駅
34,横浜市交通局,グリーンライン,川和町,神奈川県横浜市都筑区,島式1面2線,3・4番線,可動式ホーム柵,H20.3,,1・2番線ホームなし（留置線）,
35,横浜市交通局,グリーンライン,都筑ふれあいの丘,神奈川県横浜市都筑区,島式1面2線,1・2番線,可動式ホーム柵,H20.3,,,
,横浜市交通局,グリーンライン,センター南,神奈川県横浜市都筑区,島式1面2線,1・2番線,可動式ホーム柵,H20.3,,（参照）【横浜市ブルーライン】,
,横浜市交通局,グリーンライン,センター北,神奈川県横浜市都筑区,島式1面2線,1・2番線,可動式ホーム柵,H20.3,,（参照）【横浜市ブルーライン】,
36,横浜市交通局,グリーンライン,北山田,神奈川県横浜市都筑区,島式1面2線,1・2番線,可動式ホーム柵,H20.3,,,
37,横浜市交通局,グリーンライン,東山田,神奈川県横浜市都筑区,島式1面2線,1・2番線,可動式ホーム柵,H20.3,,,
38,横浜市交通局,グリーンライン,高田,神奈川県横浜市港北区,単式二層2面2線,1・2番線,可動式ホーム柵,H20.3,,,
39,横浜市交通局,グリーンライン,日吉本町,神奈川県横浜市港北区,島式1面2線,1・2番線,可動式ホーム柵,H20.3,,,
40,横浜市交通局,グリーンライン,日吉,神奈川県横浜市港北区,島式1面2線,1・2番線,可動式ホーム柵,H20.3,,,
,名古屋市交通局,上飯田線,上飯田,愛知県名古屋市北区,島式1面2線,1･2番線,可動式ホーム柵,H15.3,,（参照）【名鉄小牧線】,◎全駅
1,名古屋市交通局,上飯田線,平安通,愛知県名古屋市北区,島式1面2線,3・4番線,可動式ホーム柵,H15.3,,愛知県名古屋市名城線ホーム（1・2番線）は未設置,
2,名古屋市交通局,桜通線,中村区役所,愛知県名古屋市中村区,島式1面2線,1・2番線,可動式ホーム柵,H23.1,,1番線は乗車ホーム・2番線は降車ホーム,◎全駅
3,名古屋市交通局,桜通線,名古屋,愛知県名古屋市中村区,島式1面2線,3・4番線,可動式ホーム柵,H23.2,○,愛知県名古屋市東山線ホーム（1・2番線）はH27.10に設置,
4,名古屋市交通局,桜通線,国際センター,愛知県名古屋市中村区,島式1面2線,1・2番線,可動式ホーム柵,H23.2,,,
5,名古屋市交通局,桜通線,丸の内,愛知県名古屋市中区,島式1面2線,3・4番線,可動式ホーム柵,H23.3,,愛知県名古屋市鶴舞線ホーム（1・2番線）は未設置,
6,名古屋市交通局,桜通線,久屋大通,愛知県名古屋市中区,島式1面2線,3・4番線,可動式ホーム柵,H23.3,,愛知県名古屋市名城線ホーム（1・2番線）は未設置,
7,名古屋市交通局,桜通線,高岳,愛知県名古屋市東区,島式1面2線,1・2番線,可動式ホーム柵,H23.4,,,
8,名古屋市交通局,桜通線,車道,愛知県名古屋市東区,島式1面2線,1・2番線,可動式ホーム柵,H23.4,,,
9,名古屋市交通局,桜通線,今池,愛知県名古屋市千種区,島式1面2線,3・4番線,可動式ホーム柵,H23.4,,愛知県名古屋市東山線ホーム（1・2番線）はH27.11に設置,
10,名古屋市交通局,桜通線,吹上,愛知県名古屋市千種区,島式1面2線,1・2番線,可動式ホーム柵,H23.5,,,
11,名古屋市交通局,桜通線,御器所,愛知県名古屋市昭和区,島式1面2線,3・4番線,可動式ホーム柵,H23.5,,愛知県名古屋市鶴舞線ホーム（1・2番線）は未設置,
12,名古屋市交通局,桜通線,桜山,愛知県名古屋市瑞穂区,島式1面2線,1・2番線,可動式ホーム柵,H23.6,,,
13,名古屋市交通局,桜通線,瑞穂区役所,愛知県名古屋市瑞穂区,島式1面2線,1・2番線,可動式ホーム柵,H23.6,,,
14,名古屋市交通局,桜通線,瑞穂運動場西,愛知県名古屋市瑞穂区,島式1面2線,1・2番線,可動式ホーム柵,H23.6,,,
15,名古屋市交通局,桜通線,新瑞橋,愛知県名古屋市瑞穂区,島式1面2線,3・4番線,可動式ホーム柵,H23.7,,愛知県名古屋市名城線ホーム（1・2番線）は未設置,
16,名古屋市交通局,桜通線,桜本町,愛知県名古屋市南区,島式1面2線,1・2番線,可動式ホーム柵,H23.7,,,
17,名古屋市交通局,桜通線,鶴里,愛知県名古屋市南区,島式1面2線,1・2番線,可動式ホーム柵,H23.7,,,
18,名古屋市交通局,桜通線,野並,愛知県名古屋市天白区,島式1面2線,1・2番線,可動式ホーム柵,H23.7,,,
19,名古屋市交通局,桜通線,鳴子北,愛知県名古屋市天白区,島式1面2線,1・2番線,可動式ホーム柵,H23.3,,,
20,名古屋市交通局,桜通線,相生山,愛知県名古屋市緑区,島式1面2線,1・2番線,可動式ホーム柵,H23.3,,,
21,名古屋市交通局,桜通線,神沢,愛知県名古屋市緑区,島式1面2線,1・2番線,可動式ホーム柵,H23.3,,,
22,名古屋市交通局,桜通線,徳重,愛知県名古屋市緑区,島式1面2線,1・2番線,可動式ホーム柵,H23.3,,1番線は降車ホーム・2番線は乗車ホーム,
23,名古屋市交通局,東山線,高畑,愛知県名古屋市中川区,島式1面2線,1・2番線,可動式ホーム柵,H27.9,,,◎全駅
24,名古屋市交通局,東山線,八田,愛知県名古屋市中川区,島式1面2線,1・2番線,可動式ホーム柵,H27.9,,,
25,名古屋市交通局,東山線,岩塚,愛知県名古屋市中川区,島式1面2線,1・2番線,可動式ホーム柵,H27.9,,,
26,名古屋市交通局,東山線,中村公園,愛知県名古屋市中川区,相対式2面2線,1・2番線,可動式ホーム柵,H27.9,,,
27,名古屋市交通局,東山線,中村日赤,愛知県名古屋市中村区,相対式2面2線,1・2番線,可動式ホーム柵,H27.10,,,
28,名古屋市交通局,東山線,本陣,愛知県名古屋市中村区,相対式2面2線,1・2番線,可動式ホーム柵,H27.10,,,
29,名古屋市交通局,東山線,亀島,愛知県名古屋市中村区,相対式2面2線,1・2番線,可動式ホーム柵,H27.10,,,
,名古屋市交通局,東山線,名古屋,愛知県名古屋市中村区,島式1面2線,1・2番線,可動式ホーム柵,H27.10,○,(参照）【愛知県名古屋市桜通線】,
30,名古屋市交通局,東山線,伏見,愛知県名古屋市中区,相対式2面2線,1・2番線,可動式ホーム柵,H27.11,,愛知県名古屋市鶴舞線ホーム（3・4番線）は未設置,
31,名古屋市交通局,東山線,栄,愛知県名古屋市中区,島式1面2線,1・2番線,可動式ホーム柵,H27.11,○,愛知県名古屋市名城線ホーム（3・4番線）は未設置,
32,名古屋市交通局,東山線,新栄町,愛知県名古屋市東区,相対式2面2線,1・2番線,可動式ホーム柵,H27.11,,,
33,名古屋市交通局,東山線,千種,愛知県名古屋市東区,相対式2面2線,1・2番線,可動式ホーム柵,H27.11,,,
,名古屋市交通局,東山線,今池,愛知県名古屋市千種区,島式1面2線,1・2番線,可動式ホーム柵,H27.11,,(参照）【愛知県名古屋市桜通線】,
34,名古屋市交通局,東山線,池下,愛知県名古屋市千種区,相対式2面2線,1・2番線,可動式ホーム柵,H27.12,,,
35,名古屋市交通局,東山線,覚王山,愛知県名古屋市千種区,相対式2面2線,1・2番線,可動式ホーム柵,H27.12,,,
36,名古屋市交通局,東山線,本山,愛知県名古屋市千種区,相対式2面2線,1・2番線,可動式ホーム柵,H27.12,,愛知県名古屋市名城線ホーム（3・4番線）は未設置,
37,名古屋市交通局,東山線,東山公園,愛知県名古屋市千種区,島式1面2線,1・2番線,可動式ホーム柵,H28.1,,,
38,名古屋市交通局,東山線,星ヶ丘,愛知県名古屋市千種区,島式1面2線,1・2番線,可動式ホーム柵,H28.1,,,
39,名古屋市交通局,東山線,一社,愛知県名古屋市名東区,相対式2面2線,1・2番線,可動式ホーム柵,H28.2,,,
40,名古屋市交通局,東山線,上社,愛知県名古屋市名東区,相対式2面2線,1・2番線,可動式ホーム柵,H28.2,,,
41,名古屋市交通局,東山線,本郷,愛知県名古屋市名東区,相対式2面2線,1・2番線,可動式ホーム柵,H28.2,,,
42,名古屋市交通局,東山線,藤が丘,愛知県名古屋市名東区,相対式2面2線,1・2番線,可動式ホーム柵,H28.2,,1番線は降車ホーム・2番線は乗車ホーム,
,京都市交通局,烏丸線,烏丸御池,京都府京都市中京区,相対式２面２線,1・2番線,可動式ホーム柵,H26.12,○,（参照）【京都市東西線】,◎一部の駅
1,京都市交通局,烏丸線,四条,京都府京都市下京区,島式１面２線,1・2番線,可動式ホーム柵,H27.10,○,,
2,京都市交通局,烏丸線,京都,京都府京都市下京区,島式１面２線,1・2番線,可動式ホーム柵,H27.12,○,,
3,京都市交通局,東西線,六地蔵,京都府宇治市,島式1面2線,1・2番線,ホームドア,H16.11,,,◎全駅
4,京都市交通局,東西線,石田,京都府京都市伏見区,島式1面2線,1・2番線,ホームドア,H16.11,,,
5,京都市交通局,東西線,醍醐,京都府京都市伏見区,島式1面2線,1・2番線,ホームドア,H9.10,,,
6,京都市交通局,東西線,小野,京都府京都市山科区,島式1面2線,1・2番線,ホームドア,H9.10,,,
7,京都市交通局,東西線,椥辻,京都府京都市山科区,島式1面2線,1・2番線,ホームドア,H9.10,,,
8,京都市交通局,東西線,東野,京都府京都市山科区,島式1面2線,1・2番線,ホームドア,H9.10,,,
9,京都市交通局,東西線,山科,京都府京都市山科区,島式1面2線,1・2番線,ホームドア,H9.10,,,
10,京都市交通局,東西線,御陵,京都府京都市山科区,島式二層2面4線,1・2･3・4番線,ホームドア,H9.10,,京阪京津線と共用,
11,京都市交通局,東西線,蹴上,京都府京都市東山区,島式1面2線,1・2番線,ホームドア,H9.10,,,
12,京都市交通局,東西線,東山,京都府京都市東山区,島式1面2線,1・2番線,ホームドア,H9.10,,,
13,京都市交通局,東西線,三条京阪,京都府京都市東山区,島式1面2線,1・2番線,ホームドア,H9.10,,,
14,京都市交通局,東西線,京都市役所前,京都府京都市中京区,島式1面2線,1・2番線,ホームドア,H9.10,,,
15,京都市交通局,東西線,烏丸御池,京都府京都市中京区,島式1面2線,1・2番線,ホームドア,H9.10,○,,
16,京都市交通局,東西線,二条城前,京都府京都市中京区,島式1面2線,1・2番線,ホームドア,H9.10,,,
17,京都市交通局,東西線,二条,京都府京都市中京区,島式1面2線,1・2番線,ホームドア,H9.10,,,
18,京都市交通局,東西線,西大路御池,京都府京都市中京区,島式1面2線,1・2番線,ホームドア,H20.1,,,
19,京都市交通局,東西線,太秦天神川,京都府京都市右京区,島式1面2線,1・2番線,ホームドア,H20.1,,,
1,Osaka Metro,今里筋線,井高野,大阪府大阪市東淀川区,島式1面2線,1・2番線,可動式ホーム柵,H18.12,,,◎全駅
2,Osaka Metro,今里筋線,瑞光四丁目,大阪府大阪市東淀川区,島式1面2線,1・2番線,可動式ホーム柵,H18.12,,,
3,Osaka Metro,今里筋線,だいどう豊里,大阪府大阪市東淀川区,島式1面2線,1・2番線,可動式ホーム柵,H18.12,,,
4,Osaka Metro,今里筋線,太子橋今市,大阪府守口市,島式1面2線,1・2番線,可動式ホーム柵,H18.12,,谷町線ホーム（1・2番線）は未設置,
5,Osaka Metro,今里筋線,清水,大阪府大阪市旭区,島式1面2線,1・2番線,可動式ホーム柵,H18.12,,,
6,Osaka Metro,今里筋線,新森古市,大阪府大阪市旭区,島式1面2線,1・2番線,可動式ホーム柵,H18.12,,,
7,Osaka Metro,今里筋線,関目成育,大阪府大阪市城東区,単式二層2面2線,1・2番線,可動式ホーム柵,H18.12,,,
8,Osaka Metro,今里筋線,蒲生四丁目,大阪府大阪市城東区,島式1面2線,1・2番線,可動式ホーム柵,H18.12,,長堀鶴見緑地線ホーム（1・2番線）はH22.12に設置,
9,Osaka Metro,今里筋線,鴫野,大阪府大阪市城東区,島式1面2線,1・2番線,可動式ホーム柵,H18.12,,,
10,Osaka Metro,今里筋線,緑橋,大阪府大阪市東成区,島式1面2線,1・2番線,可動式ホーム柵,H18.12,,中央線ホーム（1・2番線）は未設置,
11,Osaka Metro,今里筋線,今里,大阪府大阪市東成区,島式1面2線,1・2番線,可動式ホーム柵,H18.12,,千日前線ホーム（1・2番線）はH26.7に設置,
12,Osaka Metro,長堀鶴見緑地線,大正,大阪府大阪市大正区,島式1面2線,1・2番線,可動式ホーム柵,H22.7,,1番線は乗車ホーム・2番線は降車ホーム,◎全駅
13,Osaka Metro,長堀鶴見緑地線,ドーム前千代崎,大阪府大阪市西区,島式1面2線,1・2番線,可動式ホーム柵,H22.8,,,
14,Osaka Metro,長堀鶴見緑地線,西長堀,大阪府大阪市西区,島式1面2線,1・2番線,可動式ホーム柵,H22.9,,千日前線ホーム（1・2番線）はH26.11に設置,
15,Osaka Metro,長堀鶴見緑地線,西大橋,大阪府大阪市西区,島式1面2線,1・2番線,可動式ホーム柵,H22.9,,,
16,Osaka Metro,長堀鶴見緑地線,心斎橋,大阪府大阪市中央区,島式1面2線,1・2番線,可動式ホーム柵,H22.9,○,御堂筋線ホーム（1・2番線）はH27.3に設置,
17,Osaka Metro,長堀鶴見緑地線,長堀橋,大阪府大阪市中央区,島式1面2線,1・2番線,可動式ホーム柵,H22.10,,堺筋線ホーム（1・2番線）は未設置,
18,Osaka Metro,長堀鶴見緑地線,松屋町,大阪府大阪市中央区,島式1面2線,1・2番線,可動式ホーム柵,H22.10,,,
19,Osaka Metro,長堀鶴見緑地線,谷町六丁目,大阪府大阪市中央区,島式1面2線,1・2番線,可動式ホーム柵,H22.10,,谷町線ホーム（1・2番線）は未設置,
20,Osaka Metro,長堀鶴見緑地線,玉造,大阪府大阪市天王寺区,島式1面2線,1・2番線,可動式ホーム柵,H22.10,,,
21,Osaka Metro,長堀鶴見緑地線,森ノ宮,大阪府大阪市中央区,島式1面2線,1・2番線,可動式ホーム柵,H22.11,,中央線ホーム（1・2・3番線）は未設置,
22,Osaka Metro,長堀鶴見緑地線,大阪ビジネスパーク ,大阪府大阪市中央区,島式1面2線,1・2番線,可動式ホーム柵,H22.12,,,
23,Osaka Metro,長堀鶴見緑地線,京橋,大阪府大阪市都島区,島式1面2線,1・2番線,可動式ホーム柵,H22.12,,,
,Osaka Metro,長堀鶴見緑地線,蒲生四丁目,大阪府大阪市城東区,島式1面2線,1・2番線,可動式ホーム柵,H22.12,,（参照）【今里筋線】,
24,Osaka Metro,長堀鶴見緑地線,今福鶴見,大阪府大阪市城東区,島式1面2線,1・2番線,可動式ホーム柵,H23.1,,,
25,Osaka Metro,長堀鶴見緑地線,横堤,大阪府大阪市鶴見区,島式1面2線,1・2番線,可動式ホーム柵,H23.2,,,
26,Osaka Metro,長堀鶴見緑地線,鶴見緑地,大阪府大阪市鶴見区,島式1面2線,1・2番線,可動式ホーム柵,H23.2,,,
27,Osaka Metro,長堀鶴見緑地線,門真南,大阪府門真市,島式1面2線,1・2番線,可動式ホーム柵,H23.10,,,
28,Osaka Metro,千日前線,南巽,大阪府大阪市生野区,島式1面2線,1・2番線,可動式ホーム柵,H26.4,,,◎全駅
29,Osaka Metro,千日前線,北巽,大阪府大阪市生野区,島式1面2線,1・2番線,可動式ホーム柵,H26.5,,,
30,Osaka Metro,千日前線,小路,大阪府大阪市生野区,島式1面2線,1・2番線,可動式ホーム柵,H26.6,,,
31,Osaka Metro,千日前線,新深江,大阪府大阪市東成区,島式1面2線,1・2番線,可動式ホーム柵,H26.6,,,
,Osaka Metro,千日前線,今里,大阪府大阪市東成区,島式1面2線,1・2番線,可動式ホーム柵,H26.7,,（参照）【今里筋線】,
32,Osaka Metro,千日前線,鶴橋,大阪府大阪市天王寺区,島式1面2線,1・2番線,可動式ホーム柵,H26.8,,,
33,Osaka Metro,千日前線,谷町九丁目,大阪府大阪市天王寺区,島式1面2線,1・2番線,可動式ホーム柵,H26.8,,谷町線ホーム（1・2番線）は未設置,
34,Osaka Metro,千日前線,日本橋,大阪府大阪市中央区,島式1面2線,1・2番線,可動式ホーム柵,H26.9,,堺筋線ホーム（1・2番線）は未設置,
35,Osaka Metro,千日前線,なんば,大阪府大阪市中央区・浪速区,島式1面2線,1・2番線,可動式ホーム柵,H26.10,○,御堂筋線ホーム（1・2番線）・四つ橋線ホーム（1・2番線）は未設置,
36,Osaka Metro,千日前線,桜川,大阪府大阪市浪速区,島式1面2線,1・2番線,可動式ホーム柵,H26.10,,,
,Osaka Metro,千日前線,西長堀,大阪府大阪市西区,相対式2面2線,1・2番線,可動式ホーム柵,H26.11,,（参照）【長堀鶴見緑地線】,
37,Osaka Metro,千日前線,阿波座,大阪府大阪市西区,相対式2面2線,1・2番線,可動式ホーム柵,H26.11,,中央線ホーム（1・2番線）は未設置,
38,Osaka Metro,千日前線,玉川,大阪府大阪市福島区,相対式2面2線,1・2番線,可動式ホーム柵,H26.12,,,
39,Osaka Metro,千日前線,野田阪神,大阪府大阪市福島区,相対式2面2線,1番線,可動式ホーム柵,H26.12,,2番線は降車ホーム,
40,Osaka Metro,御堂筋線,天王寺,大阪府大阪市阿倍野区・天王寺区,単式1面1線・島式1面2線,1・2･3番線,可動式ホーム柵,H27.2,○,谷町線ホーム（1・2番線）は未設置,△一部の駅
,Osaka Metro,御堂筋線,心斎橋,大阪府大阪市中央区,島式1面2線,1・2番線,可動式ホーム柵,H27.3,○,（参照）【長堀鶴見緑地線】,
41,Osaka Metro,谷町線,東梅田,大阪府大阪市北区,相対式2面2線,1・2番線,可動式ホーム柵,R2.2,○,,△一部の駅
42,Osaka Metro,堺筋線,堺筋本町,大阪府大阪市中央区,相対式2面2線,1・2番線,可動式ホーム柵,R2.2,○,中央線ホーム（1・2番線）は未設置,
1,神戸市交通局,西神・山手線,三宮,兵庫県神戸市中央区,単式二層2面2線,1・2番線,可動式ホーム柵,H30.3,○,,△一部の駅
1,福岡市交通局,空港線,姪浜,福岡県福岡市西区,島式2面4線,1・2・3・4番線,可動式ホーム柵,H16.3,,ＪＲ筑肥線と共用,◎全駅
2,福岡市交通局,空港線,室見,福岡県福岡市早良区,相対式2面2線,1・2番線,可動式ホーム柵,H16.3,,,
3,福岡市交通局,空港線,藤崎,福岡県福岡市早良区,相対式2面2線,1・2番線,可動式ホーム柵,H16.3,,,
4,福岡市交通局,空港線,西新,福岡県福岡市早良区,島式1面2線,1・2番線,可動式ホーム柵,H16.3,,,
5,福岡市交通局,空港線,唐人町,福岡県福岡市中央区,島式1面2線,1・2番線,可動式ホーム柵,H16.3,,,
6,福岡市交通局,空港線,大濠公園,福岡県福岡市中央区,相対式2面2線,1・2番線,可動式ホーム柵,H16.3,,,
7,福岡市交通局,空港線,赤坂,福岡県福岡市中央区,島式1面2線,1・2番線,可動式ホーム柵,H16.3,,,
8,福岡市交通局,空港線,天神,福岡県福岡市中央区,島式1面2線,1・2番線,可動式ホーム柵,H16.3,○,,
9,福岡市交通局,空港線,中洲川端,福岡県福岡市博多区,島式二層2面4線,3・4番線,可動式ホーム柵,H16.3,,箱崎線ホームと路線別の二層構造、箱崎線ホーム（1・2番線）はH18.1に設置,
10,福岡市交通局,空港線,祇園,福岡県福岡市博多区,島式1面2線,1・2番線,可動式ホーム柵,H16.3,,,
11,福岡市交通局,空港線,博多,福岡県福岡市博多区,島式1面2線,1・2番線,可動式ホーム柵,H16.3,○,,
12,福岡市交通局,空港線,東比恵,福岡県福岡市博多区,島式1面2線,1・2番線,可動式ホーム柵,H16.3,,,
13,福岡市交通局,空港線,福岡空港,福岡県福岡市博多区,島式1面2線,1・2番線,可動式ホーム柵,H16.3,,,
,福岡市交通局,箱崎線,中洲川端,福岡県福岡市博多区,島式二層2面4線,1・2番線,可動式ホーム柵,H18.1,,（参照）【福岡市空港線】,
